content,label,tokenizing
"Saya mengupdate app ini itu adalah peduli akan perbaikan app. Akan tetapi saya sangat tidak suka data history hilang, pada perjalanan yg akan datang dan sebelumnya. Untung setelah pembayaran selesai saya selalu screenshot kode bookingnya. Kalau tiba tiba tiket saya hangus untuk perjalanan dekat ini karna upgrade app saya sangat kecewa sekali. Untuk refund harus 1 bln pembatalan tiket baru mendapatkan beberapa persen dari tiket, ya kalau inget. Mohon kalau memang tester app jangan di publish dulu",Positive,"['mengupdate', 'aplikasi', 'peduli', 'aplikasi', 'suka', 'data', 'history', 'hilang', 'jalan', 'untung', 'bayar', 'selesai', 'screenshot', 'kode', 'bookingnya', 'tiket', 'hangus', 'jalan', 'perbarui', 'aplikasi', 'kecewa', 'refund', 'batal', 'tiket', 'persen', 'tiket', 'inget', 'mohon', 'tester', 'aplikasi', 'publish']"
Pesan tiket lebih mudah tapi metode pembayarannya kadang banyak pilihan kadang hanya QRIS dan OVO,Positive,"['pesan', 'tiket', 'mudah', 'metode', 'bayar', 'pilih', 'qris', 'ovo']"
Selama ini sangat membantu sekali kai access ini dapat mempermudah kita dalam hal pelayanan pembelian tiket tanpa antri dll.,Positive,"['bantu', 'kai', 'access', 'mudah', 'hal', 'layan', 'beli', 'tiket', 'antri', 'lain-lain']"
"Pliss KAI access 3 hari ini kenapa error, tolong dong saya butuh tiket dalam waktu dekat, semoga cepat selesai error nya",Positive,"['pliss', 'kai', 'access', 'error', 'tolong', 'butuh', 'tiket', 'moga', 'cepat', 'selesai', 'error']"
Kenapa kereta api antar kota yang berhenti di Karawang dan Cikampek cuma sedikit. Saya sangat kesusahan untuk membeli tiketnya karena terbatas,Positive,"['kereta', 'api', 'kota', 'henti', 'karawang', 'cikampek', 'susah', 'beli', 'tiket', 'batas']"
"Sudah bagus dan mempermudah konsumen untuk membeli tiket, tolong servernya diperbaiki agar tidak lag saat transaksi dan saat di beranda",Positive,"['bagus', 'mudah', 'konsumen', 'beli', 'tiket', 'tolong', 'servernya', 'lag', 'transaksi', 'beranda']"
bagus mempermudah pembelian tiket kereta,Positive,"['bagus', 'mudah', 'beli', 'tiket', 'kereta']"
"Terus tingkatkan lagi , kalo bisa pembayaran ditambahkan lagi di alfa,indo khususnya bca virtual account jadi kalo pesan tiket lebaran ga perlu repot malam2 keluar untuk byr tiket kai . Kalo sekarang ini bca hanya bisa via atm, bukan via Internet Banking. Terimakasih",Positive,"['tingkat', 'bayar', 'alfa', 'indo', 'khusus', 'bca', 'virtual', 'account', 'pesan', 'tiket', 'lebaran', 'repot', 'malam', 'bayar', 'tiket', 'kai', 'bca', 'atm', 'internet', 'banking', 'terimakasih']"
"Aplikasi ini harus menggunakan smartphone android di atas versi 8.1.0, jika tidak maka akan close sendiri sewaktu transaksi pemesanan tiket",Positive,"['aplikasi', 'smartphone', 'android', 'versi', 'close', 'transaksi', 'mesan', 'tiket']"
"Ini kan aplikasi resmi PT KAI ya, seharusnya di aplikasi ini juga tersedia pilihan kereta jarak jauh dan tempat transit nya. Misal kalau dari Jakarta ke Banyuwangi, karna g ada kereta yang langsung, lebih baik kalau dikasih pilihan keretanya apa saja, stasiun transitnya mana aja. Nanti harga tiketnya langsung di total. Karna gak semua orang hafal kudu naek kereta apa, transit dimana, jam berapa. Mungkin kalau ada jadi lebih mudah, gak ribet dan orang banyak pakai app KAI ACCESS.",Positive,"['aplikasi', 'resmi', 'kai', 'aplikasi', 'sedia', 'pilih', 'kereta', 'jarak', 'transit', 'jakarta', 'banyuwangi', 'kereta', 'langsung', 'kasih', 'pilih', 'kereta', 'stasiun', 'transit', 'harga', 'tiket', 'langsung', 'total', 'orang', 'hafal', 'naek', 'kereta', 'transit', 'jam', 'mudah', 'ribet', 'orang', 'pakai', 'aplikasi', 'kai', 'access']"
"Aplikasi Kai access ini sangat tepat bagi para pengguna perjalanan antar kota yang jauh atau lumayan jauh, dikarenakan pemesanan tiketnya mudah fitur-fiturnya juga mudah dipahami dan banyak berbagai berita yang tersedia di dalamnya, setiap aduan konsumen pun dilayani dengan baik. Meskipun ada beberapa konsumen yang sedikit mengutarakan kesalahannya semoga pihak pengembang dari Kai akses ini bisa terus mengoptimalkan kinerja dari aplikasinya..",Positive,"['aplikasi', 'kai', 'access', 'jalan', 'kota', 'lumayan', 'mesan', 'tiket', 'mudah', 'fitur', 'fiturnya', 'mudah', 'paham', 'berita', 'sedia', 'adu', 'konsumen', 'layan', 'konsumen', 'utara', 'salah', 'moga', 'kembang', 'kai', 'akses', 'optimal', 'kerja', 'aplikasi']"
"sudah sangat bagus, sesuai fungsi aplikasi utk memudahkan pemakai. saran: tampilkan jg menu utk pembelian tiket Go-Show agar calon penumpang ttp bisa memakai KAI sesuai jadwal dan sesuai budget. terima kasih PT.KAI. maju terus transportasi indonesia",Positive,"['bagus', 'sesuai', 'fungsi', 'aplikasi', 'mudah', 'pakai', 'saran', 'tampil', 'menu', 'beli', 'tiket', 'show', 'calon', 'tumpang', 'pakai', 'kai', 'sesuai', 'jadwal', 'sesuai', 'budget', 'terima', 'kasih', 'kai', 'maju', 'transportasi', 'indonesia']"
"Saya kasih bintang 5 nih supaya di baca keluhannya, aplikasi tiap di buka error, selalu ada tulisan salah dalam pengambilan data, timeout, ini sebenernya aplikasi bisa di pake ga sih? Katanya memudahkan, nyatanya menyulitkan, percuma di buat aplikasi kalo ga berfungsi sama sekali, udah masuk cari tiket eh pas mau isi nama penumpang ga bisa tarik data.",Positive,"['kasih', 'bintang', 'baca', 'keluh', 'aplikasi', 'buka', 'error', 'tulis', 'salah', 'ambil', 'data', 'timeout', 'aplikasi', 'pakai', 'mudah', 'nyata', 'sulit', 'aplikasi', 'fungsi', 'masuk', 'cari', 'tiket', 'isi', 'nama', 'tumpang', 'tarik', 'data']"
Saya kasih rating 5 karena ternyata MUDAH. beli tiket bayarnya pakai QRIS aja.,Positive,"['kasih', 'rating', 'nyata', 'mudah', 'beli', 'tiket', 'bayar', 'pakai', 'qris']"
"Bagus aplikasinya, tapi dulu, sebelum di install ulang gara gara dapet notifikasi udah beli tiket sehari 15 kali, sehabis Inul, masuk ga bisa, email ga terdaftar katanya, lah emang reset password dari mana coba min?",Positive,"['bagus', 'aplikasi', 'install', 'ulang', 'gara', 'gara', 'notifikasi', 'beli', 'tiket', 'habis', 'inul', 'masuk', 'email', 'daftar', 'reset', 'password', 'coba', 'admin']"
"Membantu dalam pembelian tiket kereta, lebih cepat n praktis.",Positive,"['bantu', 'beli', 'tiket', 'kereta', 'cepat', 'praktis']"
"Menurutku sangat membantu sekali aplikasi akses kai,LBH murah pesen tiket kereta disini...",Positive,"['bantu', 'aplikasi', 'akses', 'kai', 'lbh', 'murah', 'pesan', 'tiket', 'kereta']"
"Secara fungsi sudah sangat baik. Tapi sedikit masukan untuk KAI, mohon diperketat pengawasan ketika boarding pass di stasiun. Pengalaman saya terakhir naik kereta api, tidak ada petugas ketika melakukan scan tiket. Jadi intinya sangat mudah bagi orang yg tidak bertiket untuk naik kereta. Dan tentu ini pengalaman yg kurang menyenangkan bagi calon penumpang yang telah jujur dalam bertansaksi. Terimakasih.",Positive,"['fungsi', 'masuk', 'kai', 'mohon', 'ketat', 'awas', 'boarding', 'pass', 'stasiun', 'alam', 'kereta', 'api', 'tugas', 'laku', 'scan', 'tiket', 'inti', 'mudah', 'orang', 'tiket', 'kereta', 'alam', 'senang', 'calon', 'tumpang', 'jujur', 'bertansaksi', 'terimakasih']"
"Sejauh ini pengalaman saya memakai apk ini sangat terbantu apalagi untuk saya yang sering berpergian dg kereta lokal, tp ada beberapa kali saya dibuat sedikit bingung dg ketetentuan pemesanannya.. tertulis bahwa kereta lokal hanya bisa dipesan lewat jai access tp ada satu kasus saat saat mau booking h-1minggu tiket sudah terbooking semua padahal jadwal nya baru keluar itu berarti pesan lewat loket pun masih dilayani tp akhirnya saya tetap naik kereta meskipun harus berdiri dg penumpang lainnya",Positive,"['alam', 'pakai', 'aplikasi', 'bantu', 'pergi', 'kereta', 'lokal', 'bingung', 'ketetentuan', 'mesan', 'tulis', 'kereta', 'lokal', 'pes', 'jai', 'access', 'pesan', 'tiket', 'terbooking', 'jadwal', 'arti', 'pesan', 'loket', 'layan', 'kereta', 'tumpang']"
"Sangat memudahkan bisa cek dan menjadwalkan( akurat), tidak ada biaya tambahan jika pembayaran pakai link aj malah suka ada cashback. Jadi bida pesan tiket kapan aj dmn aja. Dan ga perlu antri cetak tiket. .pokike top bgt!",Positive,"['mudah', 'cek', 'jadwal', 'biaya', 'bayar', 'pakai', 'link', 'suka', 'cashback', 'bida', 'pesan', 'tiket', 'antri', 'cetak', 'tiket', 'pokike', 'top']"
"Setelah di kritik Alhamdulillah jadi ga error error lagi. Makasih kai access :) Aplikasi sebelumnya jauh lebih baik. Sinyal penuh, langsung bisa dapet tiket. Aplikasi yang sekarang buruk. Baru juga buka aplikasi, udah ada tulisan ""time has occurred"", belum ngapangapain padahal. Sedih :( Terus setelah diulang lagi, tanggal keberangkatan yang dimau malah gabisa di klik. Subhanallah.",Positive,"['kritik', 'error', 'error', 'terima', 'kasih', 'kai', 'access', 'aplikasi', 'sinyal', 'penuh', 'langsung', 'tiket', 'aplikasi', 'buruk', 'buka', 'aplikasi', 'tulis', 'time', 'has', 'occurred', 'ngapangapain', 'sedih', 'ulang', 'tanggal', 'berangkat', 'klik', 'subhanallah']"
Sangat bagus tapi utk pesan tiket diskon belum bisa,Positive,"['bagus', 'pesan', 'tiket', 'diskon']"
"Masih belum bisa move on dari mantan ? Caranya gampang, cukup ambil HP mu, download KAI Access, beli tiket dengan pilih destinasi tujuan perjalanan anda, dan pikniklah serta bersenang senanglah. Anda hanya butuh piknik untuk bisa move on. 👍 KAI Access : Jelas mudah, simpel, tidak ribet dan aman tidak seperti mantan yang jahatin kamu.",Positive,"['move', 'mantan', 'gampang', 'ambil', 'download', 'kai', 'access', 'beli', 'tiket', 'pilih', 'destinasi', 'tuju', 'jalan', 'piknik', 'senang', 'senang', 'butuh', 'piknik', 'move', 'kai', 'access', 'mudah', 'simpel', 'ribet', 'aman', 'mantan', 'jahatin']"
"sangat membantu , yg tadi nya di stasiun klaten kalo pesen tiket prameks langsung kadang suka kehabisan . sekarang sudah sangat nyaman dengan adanya apl ini, mau pesen kapan aja gk takut kehabisan .. apa lagi bisa pesen 7 hari sebelum kebengkatan ..",Positive,"['bantu', 'stasiun', 'klaten', 'pesan', 'tiket', 'prameks', 'langsung', 'suka', 'habis', 'nyaman', 'apl', 'pesan', 'takut', 'habis', 'pesan', 'kebengkatan']"
"Cara bayar yg cukup menyusahkan. TIDAK ADA menu UBAH cara pembayaran, Menu Pembatalan. Jadi terpaksa harus booking ulang dari menu awal. Akhirnya terjadi ⁵ tiket atau nomor seat yg seolah sdh terisi pdhl masih menunggu pembayaran. Semoga menjadi perhatian dan bisa lebih mudah dalam bertransaksi. Terimakasih",Positive,"['bayar', 'susah', 'menu', 'ubah', 'bayar', 'menu', 'batal', 'paksa', 'pesan', 'ulang', 'menu', 'tiket', 'nomor', 'seat', 'olah', 'isi', 'tunggu', 'bayar', 'moga', 'perhati', 'mudah', 'transaksi', 'terimakasih']"
"Aplikasi nya bagus, mantap, tepat, dan mudah digunakan. Dari tahun 2019 naik kereta selalu pesan dari aplikasi KAI Access. Begitu sampai di stasiun langsung tunjukan e-boarding ke petugas tanpa harus ribet cetak tiket lagi di stasiun. Sukses terus pokoknya buat PT. KAI Persero",Positive,"['aplikasi', 'bagus', 'mantap', 'mudah', 'kereta', 'pesan', 'aplikasi', 'kai', 'access', 'stasiun', 'langsung', 'boarding', 'tugas', 'ribet', 'cetak', 'tiket', 'stasiun', 'sukses', 'pokok', 'kai', 'persero']"
Saya juga kesulitan membatalkan tiket yg di beli banyak lewat akun saya. 4tiket pertama sukses dibatalkan karena ada di data penumpang. 3tiket kedua tidak bisa dibatalkan melalui aplikasi karena data aplikasi tidak ada di data penumpang. Berharap di perbaiki demi mendukung gerakan #DiRumahAja.,Positive,"['sulit', 'batal', 'tiket', 'beli', 'akun', 'tiket', 'sukses', 'batal', 'data', 'tumpang', 'tiket', 'batal', 'aplikasi', 'data', 'aplikasi', 'data', 'tumpang', 'harap', 'dukung', 'gera', 'dirumahaja']"
Sangat membantu dan simpel sekali untuk perjalanan KA Lokal harganya pun murah sesuai jika beli tiket offline. Pembayaran jga gampang banget tinggal klik beres ga perlu cetak tiket jga tinggal scan di gerbang saat mau k keretanya.,Positive,"['bantu', 'simpel', 'jalan', 'kakak', 'lokal', 'harga', 'murah', 'sesuai', 'beli', 'tiket', 'offline', 'bayar', 'gampang', 'tinggal', 'klik', 'beres', 'cetak', 'tiket', 'tinggal', 'scan', 'gerbang', 'kereta']"
"pakai kai access memang sangat praktis sekali dan mudah dalam pemesanan, namun amat sangat mengecewakan untuk pemesanan kereta lokal yang hanya memakai link aja karena alasan terdeteksi root padahal hp saya tidak ada root sama sekali mohon untuk pembayaran ka lokal di atur ulang kembali, mohon untuk sistem pembayaran ka lokal lebih variatif mitra pembayarannya seperti pemesanan tiket ka jarak jauh yang simpel dan kemudahannya jelas mitra pembayarannya terima kasih mohon sebagai pertimbangan.",Positive,"['pakai', 'kai', 'access', 'praktis', 'mudah', 'mesan', 'kecewa', 'mesan', 'kereta', 'lokal', 'pakai', 'link', 'alas', 'deteksi', 'root', 'root', 'mohon', 'bayar', 'kakak', 'lokal', 'atur', 'ulang', 'mohon', 'sistem', 'bayar', 'kakak', 'lokal', 'variatif', 'mitra', 'bayar', 'mesan', 'tiket', 'kakak', 'jarak', 'simpel', 'mudah', 'mitra', 'bayar', 'terima', 'kasih', 'mohon', 'timbang']"
Aplikasi KAI paling gampang dan praktis untuk pesan tiket dan pemihan kursi yang kita inginkan,Positive,"['aplikasi', 'kai', 'gampang', 'praktis', 'pesan', 'tiket', 'pemihan', 'kursi']"
banyak yang bilang kalah cepat dngan apk lain tapi ada satu hal yang paling membantu ( pembatalan tiket ) itu membantu banget karena kalau antri di stasiun padat banget semoga kedepanya ada fitur - fitur baru lagi.,Positive,"['bilang', 'kalah', 'cepat', 'dngan', 'aplikasi', 'hal', 'bantu', 'batal', 'tiket', 'bantu', 'antri', 'stasiun', 'padat', 'moga', 'depa', 'fitur', 'fitur']"
"Pemesanan tiket sebelum"" nya sudah bagus dan saya bisa dengan mudah pergi kemana aja, tapi untuk awal bulan ini kemungkinan server nya sedang error soalnya mau pesan tiket dari asal sampai tujuan di ganti lokasi nya berkali-kali tetap tidak keluar infonya",Positive,"['mesan', 'tiket', 'bagus', 'mudah', 'pergi', 'server', 'error', 'pesan', 'tiket', 'tuju', 'ganti', 'lokasi', 'informasi']"
"Memudahkan sekali dalam pembelian tiket tidak perlu antri dan menunggu lama di loket. Pembayarannya juga banyak opsi yang disediakan. Hanya saja saya kurang suka di bagian pembatalan tiket, karena hanya bisa dilakukan 3 jam sebelum keberangkatan. Karena terkadang tidak semua bisa membatalkan pada saat 3 jam terakhir itu. Dan apabila lupa mengkil uang akan hangus dan tidak bisa di klaim, saya tidak suka ini. Semoga kedepannya bisa lebih ramah dalam proses pembatalan tiket ini.",Positive,"['mudah', 'beli', 'tiket', 'antri', 'tunggu', 'loket', 'bayar', 'opsi', 'sedia', 'suka', 'batal', 'tiket', 'laku', 'jam', 'berangkat', 'batal', 'jam', 'lupa', 'mengkil', 'uang', 'hangus', 'klaim', 'suka', 'moga', 'ramah', 'proses', 'batal', 'tiket']"
"Semoga ke depannya harga tiket sudah termasuk makan minum 1x, di eksekutif dengan harga tiket tinggi harusnya sih bisa ya.",Positive,"['moga', 'harga', 'tiket', 'masuk', 'makan', 'minum', 'eksekutif', 'harga', 'tiket']"
"Selama saya pake aplikasi ini, tidak ada kendala yang sangat fatal... Saya pake buat check-in pun lancar dan ga perlu cetak tiket lagi...Tiket pun selalu terpampang jelas tinggal berapa... Sedikit saran, coba ditambahkan lagi untuk tempat pembayarannya, misal Alfamart/Alfamidi, giant dll... Untuk booking makanan di lewat aplikasi tolong diperbaiki, untuk ubah jadwal pun tolong diperbaiki, masa udah jelas2 nama sama kode booking sudah benar malah ada tulisan data tidak cocok dengan penumpang 😑😑",Positive,"['pakai', 'aplikasi', 'kendala', 'fatal', 'pakai', 'check', 'lancar', 'cetak', 'tiket', 'tiket', 'pampang', 'tinggal', 'saran', 'coba', 'bayar', 'alfamart', 'alfamidi', 'giant', 'lain-lain', 'pesan', 'makan', 'aplikasi', 'tolong', 'ubah', 'jadwal', 'tolong', 'nama', 'kode', 'pesan', 'tulis', 'data', 'cocok', 'tumpang']"
"Awalnya Saya kecewa. Sya kira setelah diperbaharui lebih mudah dan lancar. Tapi dugaanku salah. Mau pesen tiket gak bisa, mau masukin email katanya email sdah terdaftar. Mau ubah no. Telp.nya gak bisa. Tapi setelah sya menghubungi admint Kai access masalah sya terselesaikan dan bisa menggunakan aplikasi lagi. Terimakasih atas bantuannya. 😊",Positive,"['kecewa', 'baharu', 'mudah', 'lancar', 'duga', 'salah', 'pesan', 'tiket', 'masukkan', 'email', 'email', 'daftar', 'ubah', 'nomor', 'telepon', 'hubung', 'admint', 'kai', 'access', 'selesai', 'aplikasi', 'terimakasih', 'bantu']"
"Sedikit masukan, seandainya untuk kereta api lokal antar kota misalnya seperti pantura raya brebes - semarang dibuat semacam member begitu dg harga total sedikit lebih terjangkau dr tiket umum saja pasti akan lebih menarik penumpang deh. Karena banyak perantau yg sering bolak balik juga kan di jalur itu.",Positive,"['masuk', 'kereta', 'api', 'lokal', 'kota', 'pantai', 'utara', 'raya', 'brebes', 'semarang', 'member', 'harga', 'total', 'jangkau', 'tiket', 'tarik', 'tumpang', 'deh', 'rantau', 'bolak', 'jalur']"
Membantu sekali untuk pemesanan tiket keret,Positive,"['bantu', 'mesan', 'tiket', 'ret']"
"Aplikasiny sangat bagus, lebih baik dri sebelumnya, Info kursi ada, Info jadwal ada, pembayaran mudah, bisa pesan lebih dri satu org, cuman krg fitur pergi pulang, dan fitur saldo, jdi bisa byar via saldo, kmudian jangka waktu pesan tiket klw bisa jgn di batasi 24 jam. selebihy oke",Positive,"['aplikasiny', 'bagus', 'informasi', 'kursi', 'informasi', 'jadwal', 'bayar', 'mudah', 'pesan', 'orang', 'krg', 'fitur', 'pergi', 'pulang', 'fitur', 'saldo', 'bayar', 'saldo', 'kmudian', 'jangka', 'pesan', 'tiket', 'batas', 'jam', 'selebihy']"
