content,label,tokenizing
"Tolong diperbaiki dong, ini bug atau apa saya gak tau, ketika saya pesan tiket (stasiun waru - stasiun babat) ketika melihat tiket tersedia, ketika mengisi data diri dan memilih kursi kok malah ada tulisan tanpa kursi",Negative,"['tolong', 'bug', 'pesan', 'tiket', 'stasiun', 'waru', 'stasiun', 'babat', 'lihat', 'tiket', 'sedia', 'isi', 'data', 'pilih', 'kursi', 'tulis', 'kursi']"
"Baru pertama kali gunain nih aplikasi, malah disambut aplikasi jelekk kayak gk niatt sama sekali !! Masa dari awal mau mesen tiket, yang muncul malahh daftar tiket. Gitu teruss .. niat mbenahii sistem apa gak!! Kessell bangt. Gini nih klo aplikasi punya pemerintahhh .. pada gk becuss kerjaaa & gk profesional!! Sumpahh, kecewa bangett .",Negative,"['gunain', 'aplikasi', 'sambut', 'aplikasi', 'jelekk', 'kayak', 'niatt', 'mesen', 'tiket', 'muncul', 'malahh', 'daftar', 'tiket', 'teruss', 'niat', 'mbenahii', 'sistem', 'kessell', 'bangt', 'aplikasi', 'pemerintahhh', 'becuss', 'kerjaaa', 'profesional', 'sumpahh', 'kecewa', 'bangett']"
"parah, udah beli tiket dan tercatat pembayaran lewat qris di mbca, tapi tiket yg dipesan tidak lekas muncul di aplikasi, sudah komplain dan tidak ada respon sama sekali.",Negative,"['parah', 'beli', 'tiket', 'catat', 'bayar', 'qris', 'mbca', 'tiket', 'pes', 'lekas', 'muncul', 'aplikasi', 'komplain', 'respon']"
"Tolong dong apk nya dibenerin masa saya mau pesan tiket loading nya lama,klo langsung beli di stasiun takut nya kehabisan tiket jadi susah kan naik kereta. Tolong benerin secepatnya hari ini agar tidak ada eror",Negative,"['tolong', 'aplikasi', 'dibenerin', 'pesan', 'tiket', 'loading', 'langsung', 'beli', 'stasiun', 'takut', 'habis', 'tiket', 'susah', 'kereta', 'tolong', 'benerin', 'cepat', 'eror']"
Bikin senewen aplikasi pt KAI sekarang. Lemot nya minta ampun. Mau beli tiket beberapa kali gagal karena nunggu finish pembayaran nggak keluar keluar. Mau pakai travxxxxx kok ya sayang bayar fee nya. Kalau di pt KAI kan gratis fee,Negative,"['bikin', 'senewen', 'aplikasi', 'kai', 'lambat', 'ampun', 'beli', 'tiket', 'gagal', 'menunggu', 'finish', 'bayar', 'pakai', 'travxxxxx', 'sayang', 'bayar', 'fee', 'kai', 'gratis', 'fee']"
Metode pembayaran cuman ada 2 yaitu qris sama ovo. Padahal dulu banyak metode pembayarannya. Seharusnya KAI menyediakan berbagai metode pembayaran agar memudahkan kami untuk membeli tiket lewat KAI.,Negative,"['metode', 'bayar', 'qris', 'ovo', 'metode', 'bayar', 'kai', 'sedia', 'metode', 'bayar', 'mudah', 'beli', 'tiket', 'kai']"
"Saya sudah batalkan tiket perjalanan saya ,sudah lebih 45 hari gak ada kejalas uangnya belum dikembalikan sesuai dengan yg dituliskan.Untuk Aplikasi Kai akses tolong diperbaiki pelayananya.",Negative,"['batal', 'tiket', 'jalan', 'kejalas', 'uang', 'sesuai', 'tulis', 'aplikasi', 'kai', 'akses', 'tolong', 'pelayananya']"
"tolong dong ini aplikasi nya kenapa ya? saya sudah bayar lewat bca tetapi tiket masih saja status nya menunggu, padahal di bca saldo sudah terpotong. tolong di perbaiki lagiii, tiket saya jadi kebatal kan.",Negative,"['tolong', 'aplikasi', 'bayar', 'bca', 'tiket', 'status', 'tunggu', 'bca', 'saldo', 'potong', 'tolong', 'lagiii', 'tiket', 'batal']"
"Beli tiket harus online tapi aplikasi nya sering gangguan dan lemot, pembayaran aja ga lengkap, mau top up kai pay gagal terus, qris sering error. Kacaauuu",Negative,"['beli', 'tiket', 'online', 'aplikasi', 'ganggu', 'lambat', 'bayar', 'lengkap', 'top', 'kai', 'pay', 'gagal', 'qris', 'error', 'kacaauuu']"
Saran saya ya khususnya developernya bagian UI/UX ..tolong buat tampilan yang bener2 user friendly.. ya... aplikasinya ribet banget ..mau beli tiket kereta lokal aj stepnya panjang banget. Belom lagi pas pembayaran e Walletnya cuma OVO doang.. .. kalo mau pake Qris harsus 2 kali kerja ... download barcodenya dulu...belom lg lemot .. padahal koneksi lancar.,Negative,"['saran', 'khusus', 'developer', 'tolong', 'tampil', 'user', 'friendly', 'aplikasi', 'ribet', 'beli', 'tiket', 'kereta', 'lokal', 'langkah', 'bom', 'bayar', 'walletnya', 'ovo', 'pakai', 'qris', 'harsus', 'kerja', 'download', 'barcodenya', 'bom', 'lambat', 'koneksi', 'lancar']"
"maaf, kenapa setelah di update aplikasinya jadi lemot begini yaa? saya mau nyari tiket malah loading terus padahal jaringan saya lancar² saja, tolong dibenerin donggg",Negative,"['maaf', 'perbarui', 'aplikasi', 'lambat', 'yaa', 'mencari', 'tiket', 'loading', 'jaring', 'lancar', 'tolong', 'dibenerin', 'donggg']"
"Tolong Diperbaiki kembali aplikasinya, sangat sering sekali eror tidak muncul opsi pembelian tiket padahal internet lancar, server sering penuh, tolong diperbaiki. Biar semakin memudahkan penggunanya. Terimakasih",Negative,"['tolong', 'aplikasi', 'eror', 'muncul', 'opsi', 'beli', 'tiket', 'internet', 'lancar', 'server', 'penuh', 'tolong', 'biar', 'mudah', 'terimakasih']"
Aplikasi super ribet.. Sdh pembayaran katanya sukses.. Tapi tiket ga ada saldo masih tetep ga berkurang..dah coba beberapa x pun sama. Udah masukin pake no ktp pula sendiri enak. Ini rombongan..Murah si... Asli ribet kalo ga anak pingin naik kereta ogah,Negative,"['aplikasi', 'super', 'ribet', 'bayar', 'sukses', 'tiket', 'saldo', 'tetep', 'deh', 'coba', 'masukkan', 'pakai', 'nomor', 'ktp', 'enak', 'rombong', 'murah', 'asli', 'ribet', 'anak', 'kereta']"
"Aplikasi lemot nyari tiket aja loadingnya lama. Sinyal wifi padahal sangat bagus, hp saya juga bukan hp jadul yg lemot, tapi memang aplikasinya yg masalah.",Negative,"['aplikasi', 'lambat', 'mencari', 'tiket', 'loadingnya', 'sinyal', 'wifi', 'bagus', 'jaman', 'lambat', 'aplikasi']"
"aplikasi nya tidak memiliki fitur yang bagus, sebagai contoh saya lupa tidak mengunduh qris dan tifak sengaja keluar dari aplikasi, di fitur tiket bagian menunggu tidak dapat di bayar, mw melihat qirs lagi saja tidak bisa sungguh mengecewakan",Negative,"['aplikasi', 'milik', 'fitur', 'bagus', 'lupa', 'unduh', 'qris', 'tifak', 'sengaja', 'aplikasi', 'fitur', 'tiket', 'tunggu', 'bayar', 'now', 'watching', 'lihat', 'qirs', 'kecewa']"
"Tolonglah, kalo emang mau ngasih fasilitas di cek udah bener belum aplikasi ini. Sering eror, gak keluar tiket, mau ganti pengaturan aja susah",Negative,"['tolong', 'fasilitas', 'cek', 'aplikasi', 'eror', 'tiket', 'ganti', 'atur', 'susah']"
Aplikasi bermasalah pesan tiket bermasalah tidak bisa di akses pelayanan kurang tidak memberikan solusi jika aplikasi tidak ada akses manual jgn di tutup juga bagaimana mau memesan tiket jika manual tidak ada onlinepun tidak bisa daerah stasiun kota bandung,Negative,"['aplikasi', 'pesan', 'tiket', 'akses', 'layan', 'solusi', 'aplikasi', 'akses', 'manual', 'tutup', 'mes', 'tiket', 'manual', 'onlinepun', 'daerah', 'stasiun', 'kota', 'bandung']"
"Aplikasinya sangat buruk, loading sangat lambat, saat menampilkan daftar kereta & tempat duduk terjadi delay yg sangat lama, begitu pula batas waktu pemesanannya terlalu cepat, tidak sebanding dengan delaynya, pesan 3 tiket saja mepet waktu, gimana pesan 6-10 tiket, selalu habis waktunya.. msh lebih baik versi pertama/sebelumnya.. tolonglah perbaiki/rubah sistemnya, Krn ini sangat merepotkan 😡😡😡",Negative,"['aplikasi', 'buruk', 'loading', 'lambat', 'tampil', 'daftar', 'kereta', 'duduk', 'delay', 'batas', 'mesan', 'cepat', 'banding', 'delaynya', 'pesan', 'tiket', 'pesan', 'tiket', 'habis', 'versi', 'tolong', 'rubah', 'sistem', 'repot']"
"Untuk versi sekarang sangat bad dibanding versi sebelumnya. Kalau yg dulu saya rasa tidak ada keluhan, saat pemesanan tiket cepat dan aman2 saja. Tapi untuk sekarang selalu time out dan salah pengambilan data, tolong diperbaiki sistemnya...",Negative,"['versi', 'buruk', 'banding', 'versi', 'keluh', 'mesan', 'tiket', 'cepat', 'aman', 'time', 'out', 'salah', 'ambil', 'data', 'tolong', 'sistem']"
"Mulai jam 00.00 beli tiket selalu ditampilkan dengan ""time out"" dan error ""kesalahan pengambilan data"". Aplikasi bagus tapi tidak didukung infrastruktur IT yang mumpuni. Setiap tahunnya selalu begini tanpa solusi seolah dipelihara untuk kepentingan tertentu. Jika beban akses tinggi, seharusnya server bersifat elastis seperti penggunaan cloud computing. Really bad service in digital era!",Negative,"['jam', 'beli', 'tiket', 'tampil', 'time', 'out', 'error', 'salah', 'ambil', 'data', 'aplikasi', 'bagus', 'dukung', 'infrastruktur', 'mumpuni', 'solusi', 'olah', 'pelihara', 'beban', 'akses', 'server', 'sifat', 'elastis', 'cloud', 'computing', 'really', 'buruk', 'service', 'digital', 'era']"
"Apakah KAI tidak pernah membaca ulasan aplikasi KAI? Padahal rating aplikasi sudah sangat jelek 2,5 bintang nya tp tetap tidak ada perbaikan. Sekarang sudah mau 2 tahun sejak ulasan pertama masih aja lemot dan sering eror saat cari tiket",Negative,"['kai', 'baca', 'ulas', 'aplikasi', 'kai', 'rating', 'aplikasi', 'jelek', 'bintang', 'ulas', 'lambat', 'eror', 'cari', 'tiket']"
"Maaf saya rubah karna aplikasi sering nutup sendiri pas dah mau pesan tiket, HP RAM 3GB. Bukan mempermudah malah mempersulit buat yang mau beli tiket goshow. Fitur yang dihadirkan aplikasi ini cukup lengkap dan enak untuk pemesanan tiket KA. Dan kadang jika ada perubahan data harus diuninstall dulu baru instal lagi supaya datanya kereset. Semoga ke depan bisa lebih dioptimalkan untuk aplikasinya, terima kasih sukses terus.",Negative,"['maaf', 'rubah', 'aplikasi', 'nutup', 'deh', 'pesan', 'tiket', 'ram', 'mudah', 'sulit', 'beli', 'tiket', 'goshow', 'fitur', 'hadir', 'aplikasi', 'lengkap', 'enak', 'mesan', 'tiket', 'kakak', 'ubah', 'data', 'diuninstall', 'instal', 'data', 'kereset', 'moga', 'optimal', 'aplikasi', 'terima', 'kasih', 'sukses']"
"Udh d update masi aja sering ada bug cannot booking more 15 , padahal ga pesen tiket apa apa sebelumnya dihari itu, dan itu kadang muncul pas mau pesen tiket ka lokal",Negative,"['perbarui', 'bug', 'can', 'not', 'pesan', 'more', 'pesan', 'tiket', 'muncul', 'pesan', 'tiket', 'kakak', 'lokal']"
Aplikasi lemot..loading lama sekali. Pesen tiket udah daftar tinggal bayar giliran mau bayar qris hilang. Mau telp gak terhubung².,Negative,"['aplikasi', 'lambat', 'loading', 'pesan', 'tiket', 'daftar', 'tinggal', 'bayar', 'gilir', 'bayar', 'qris', 'hilang', 'telepon', 'hubung']"
Setelah di upgrade pembatalan atau ubah jadwal yg biasanya ada dibawah detail tiket sekarang tidak ada. Giliran diklik pembatalan yg menunya ada diluar muncul belum beli tiket. Ubah jadwal juga tertulis belum beli tiket. Terpaksa diiklaskan hangus.. bad..,Negative,"['perbarui', 'batal', 'ubah', 'jadwal', 'tiket', 'gilir', 'klik', 'batal', 'menu', 'muncul', 'beli', 'tiket', 'ubah', 'jadwal', 'tulis', 'beli', 'tiket', 'paksa', 'diiklaskan', 'hangus', 'buruk']"
"mohon dengan sangat untuk meningkatkan kualitas server aplikasinya, baru dibuka sebentar sudah crash sana sini lemot nya nggak karuan, untuk mau melakukan pembayaran saja juga lama dan kadang malah eror tidak bisa. ini aplikasi dibuat kan niatnya untuk memudahkan, tapi malah membuat orang emosi dan buang buang waktu hanya untuk nunggu loading jadwal tiket. tolong dengan sangat melakukan maintance ulang kualitas server aplikasinya, ganti dengan yang lebih baik.",Negative,"['mohon', 'tingkat', 'kualitas', 'server', 'aplikasi', 'buka', 'sebentar', 'crash', 'lambat', 'karuan', 'laku', 'bayar', 'eror', 'aplikasi', 'niat', 'mudah', 'orang', 'emosi', 'buang', 'buang', 'menunggu', 'loading', 'jadwal', 'tiket', 'tolong', 'laku', 'maintance', 'ulang', 'kualitas', 'server', 'aplikasi', 'ganti']"
Aplikasi bulan membantu malah menyusahkan..dibelain begadang utk dapatkan tiket satu bulan kdepan malahan susah ..padahal kursi tersedia..tapi keterangan penuh..apakah kursinya di duddukin JIN SAMA setan ? Aplikasi sampah...klo saya jadi menteri Kominfo saya hapus permanen ini aplikasi,Negative,"['aplikasi', 'bantu', 'susah', 'bain', 'begadang', 'tiket', 'kdepan', 'susah', 'kursi', 'sedia', 'terang', 'penuh', 'kursi', 'duddukin', 'jin', 'setan', 'aplikasi', 'sampah', 'menteri', 'kominfo', 'hapus', 'permanen', 'aplikasi']"
"aku perhatiin yg kurang informasi yg mau brngkat kerja naik kereta api lokal sampe harus dwonload dlu apk ini sampe dia gak jdi brngkat kerja karna sudah terlambat bgt. Aplikasinya ngelag lagi, pas pembayaran, terus kesian ibu² atau bapak² yg kurang mengerti teknologi atau yg gak punya HP harus pesan tiket disini. Kesian bgt sampe kebingungan malah gak jdi brngkat kebanyakan",Negative,"['perhatikan', 'informasi', 'brngkat', 'kerja', 'kereta', 'api', 'lokal', 'dwonload', 'aplikasi', 'brngkat', 'kerja', 'lambat', 'aplikasi', 'lambat', 'bayar', 'kesi', 'bapak', 'erti', 'teknologi', 'pesan', 'tiket', 'kesi', 'bingung', 'brngkat']"
"Aplikasi yg sangat buruk Sudah milih tujuan dll ketika mau pembayaran lewat link malah tidak muncul ke arah pembayarannya sampek waktunya habis, Sok² nerapkan pesen tiket lewat aplikasi tp pelayananya sangat buruk pakek bwanget.",Negative,"['aplikasi', 'buruk', 'tuju', 'lain-lain', 'bayar', 'link', 'muncul', 'bayar', 'sampek', 'habis', 'sok', 'nerapkan', 'pesan', 'tiket', 'aplikasi', 'pelayananya', 'buruk', 'pakai', 'bwanget']"
"Ini KAI kenapa lagi sihhhh, tiba2 mau masukin imail katanya imail atau nomer hp salah padahal bener semua kok saya gk bisa masuk di akun saya sendiri..... Padahal habis ini mau kuliah butuh transportasi kereta... Iklannya ngomong ngajak pake transportasi kereta giliran mau beli tiket gk bisa.... Ini mau nya gimanaa... Plissss banget dan mohonnnnn bangetttt tolong dan tolong di perbaikin donggg",Negative,"['kai', 'sihhhh', 'masukkan', 'imail', 'imail', 'nomer', 'salah', 'masuk', 'akun', 'habis', 'kuliah', 'butuh', 'transportasi', 'kereta', 'iklan', 'bicara', 'ngajak', 'pakai', 'transportasi', 'kereta', 'gilir', 'beli', 'tiket', 'gimanaa', 'plissss', 'mohonnnnn', 'bangetttt', 'tolong', 'tolong', 'perbaikin', 'donggg']"
"Katanya semua dipermudah dengan adanya aplikasi ini. Eh...setelah diupdate malah makin parah aplikasinya. Login ga bisa, setelah masuk juga sering keluar sendiri, loading ga selesai2 dan sering timeout. Ini sebenernya yang salah aplikasi atau servernya ya? Akhirnya mesti balik serba manual ke loket stasiun buat pesen tiket keretanya. Makin kesini makin menyusahkan. Tolonglah kalau sudah baik jangan diperburuk lagi dengan update yang tidak perlu.",Negative,"['mudah', 'aplikasi', 'diperbarui', 'parah', 'aplikasi', 'login', 'masuk', 'loading', 'selesai', 'timeout', 'salah', 'aplikasi', 'servernya', 'serba', 'manual', 'loket', 'stasiun', 'pesan', 'tiket', 'kereta', 'kesini', 'susah', 'tolong', 'buruk', 'perbarui']"
